procedure_area,property_type_id,property_sub_type_id,area_id,property_total_value,row_status,property_category,Year,Month
119.53,3,60.0,467.0,1100000.0,1,2,2014,12
52.92,3,60.0,467.0,550000.0,1,2,2014,12
102.66,3,60.0,330.0,1500000.0,1,2,2014,12
81.75,3,60.0,330.0,1200000.0,1,2,2014,12
125.23,3,60.0,390.0,2800000.0,1,2,2014,12
85.38,3,60.0,330.0,1600000.0,1,2,2014,12
125.6,3,60.0,351.0,2000000.0,1,2,2014,12
147.04,3,60.0,410.0,2500000.0,1,2,2014,12
134.06,3,60.0,330.0,2600000.0,1,2,2014,12
70.27,3,42.0,526.0,832000.0,1,3,2014,12
132.18,3,42.0,526.0,1565000.0,1,3,2014,12
72.29,3,60.0,484.0,700000.0,1,2,2014,12
199.83,3,60.0,330.0,2500000.0,1,2,2014,12
95.13,3,60.0,390.0,2000000.0,1,2,2014,12
101.36,3,60.0,390.0,2000000.0,1,2,2014,12
114.64,3,60.0,390.0,2800000.0,1,2,2014,12
929.03,1,63.0,232.0,5100000.0,1,2,2014,2
1858.0,1,63.0,312.0,4500000.0,1,2,2014,2
146.42,3,42.0,350.0,1600000.0,1,3,2014,2
975.48,1,63.0,310.0,3000000.0,1,2,2014,2
3530.31,1,63.0,378.0,76000000.0,1,2,2014,2
9413.02,1,63.0,463.0,20264200.0,1,2,2014,2
4645.15,1,4.0,340.0,25000000.0,1,2,2014,2
89.81,3,60.0,435.0,820000.0,1,2,2014,2
1393.55,1,63.0,266.0,7500000.0,1,2,2014,2
174.87,3,60.0,330.0,2500000.0,1,2,2014,2
81.73,3,42.0,526.0,880000.0,1,3,2014,2
255.1,2,4.0,352.0,3000000.0,1,2,2014,2
694.92,1,63.0,442.0,3600000.0,1,2,2014,2
255.03,2,4.0,352.0,3200000.0,1,2,2014,2
2857.87,1,63.0,441.0,12919968.0,1,2,2014,2
937.46,1,63.0,467.0,3027222.0,1,2,2014,2
156585.03,1,64.0,391.0,34524680.0,1,3,2014,2
46.08,3,60.0,485.0,450000.0,1,2,2014,6
1500.38,1,63.0,318.0,12920000.0,1,2,2014,9
929.03,1,63.0,232.0,7400000.0,1,2,2014,9
174.19,3,60.0,390.0,3500000.0,1,2,2014,9
4107.33,1,63.0,244.0,122066000.0,1,2,2014,10
355.45,3,60.0,390.0,6500000.0,1,2,2014,10
5676.84,1,65.0,338.0,24442000.0,1,1,2014,12
1433.12,1,63.0,370.0,9000000.0,1,2,2014,12
1097.28,1,63.0,298.0,4500000.0,1,2,2014,12
79.31,3,60.0,390.0,2200000.0,1,2,2014,12
1858.06,1,65.0,395.0,4500000.0,1,1,2014,12
194.91,3,60.0,330.0,4000000.0,1,2,2014,12
2336.42,1,65.0,355.0,6287250.0,1,1,2014,12
2536.34,1,65.0,341.0,27301000.0,1,1,2014,12
2294.7,1,65.0,341.0,24400000.0,1,1,2014,12
1449.29,1,65.0,341.0,15600000.0,1,1,2014,12
1570.06,1,65.0,329.0,16900000.0,1,1,2014,12
1551.48,1,65.0,329.0,16700000.0,1,1,2014,12
6640.15,1,65.0,390.0,71474000.0,1,1,2014,12
89.81,3,60.0,435.0,780000.0,1,2,2013,11
631.77,1,63.0,304.0,6800000.0,1,2,2013,11
56.13,3,60.0,390.0,2500000.0,1,2,2013,11
2136.77,1,63.0,312.0,5200000.0,1,2,2013,11
540.0,1,63.0,464.0,5500000.0,1,2,2013,11
232.26,1,63.0,233.0,875000.0,1,2,2013,11
43.0,3,60.0,445.0,300000.0,1,2,2013,11
1127.56,1,63.0,434.0,5800000.0,1,2,2013,11
44.0,3,60.0,445.0,300000.0,1,2,2013,11
8893.05,1,63.0,337.0,21559600.0,1,2,2013,11
198.81,1,63.0,247.0,1283982.0,1,2,2013,11
202.2,3,60.0,330.0,3050000.0,1,2,2013,11
67.0,3,60.0,343.0,500000.0,1,2,2013,3
594.58,1,63.0,266.0,3000000.0,1,2,2013,3
36167.97,1,64.0,489.0,9732700.0,1,3,2013,5
570.24,1,63.0,467.0,1841400.0,1,2,2013,5
64.13,3,60.0,330.0,1100000.0,1,2,2013,10
1393.55,1,63.0,304.0,7750000.0,1,2,2013,11
107.69,3,60.0,451.0,930000.0,1,2,2013,11
134.99,3,60.0,329.0,2500000.0,1,2,2013,12
1393.55,1,63.0,311.0,2700009.0,1,2,2013,12
597.37,1,63.0,230.0,2700000.0,1,2,2013,12
929.03,1,63.0,374.0,7500000.0,1,2,2013,12
786.48,2,4.0,458.0,5000000.0,1,2,2013,12
891.87,1,63.0,358.0,3500000.0,1,2,2013,12
89.0,3,60.0,445.0,800000.0,1,2,2013,12
4645.89,1,63.0,348.0,15002400.0,1,2,2013,12
18068.34,1,63.0,317.0,126415900.0,1,2,2013,12
75.48,3,60.0,435.0,800000.0,1,2,2013,12
192.96,3,60.0,350.0,3115500.0,1,2,2013,12
1596.07,1,63.0,358.0,3436000.0,1,2,2013,12
73.12,3,60.0,441.0,700000.0,1,2,2013,12
3500.03,1,38.0,330.0,94185000.0,1,2,2013,12
1509.49,1,63.0,297.0,9748800.0,1,2,2013,12
949.19,1,63.0,300.0,2150000.0,1,2,2013,12
766.82,1,63.0,434.0,5500000.0,1,2,2014,5
142.61,3,60.0,330.0,2500000.0,1,2,2014,5
94.02,3,60.0,350.0,1600000.0,1,2,2014,6
112.02,3,60.0,330.0,1800000.0,1,2,2014,6
1156.18,1,4.0,393.0,12445020.0,1,2,2014,6
929.03,1,63.0,232.0,4200000.0,1,2,2014,6
102.47,3,60.0,390.0,4200000.0,1,2,2014,6
159.42,3,60.0,390.0,6520000.0,1,2,2014,7
77.63,3,60.0,435.0,760000.0,1,2,2014,8
4647.1,1,63.0,232.0,43000000.0,1,2,2014,9
111.32,3,42.0,526.0,1320000.0,1,3,2014,9
82.48,3,42.0,526.0,975000.0,1,3,2014,9
99.92,3,42.0,526.0,1182000.0,1,3,2014,9
159.1,3,60.0,330.0,2600000.0,1,2,2014,1
929.03,1,63.0,300.0,1800000.0,1,2,2014,1
633.14,1,63.0,467.0,2044518.0,1,2,2014,1
91582.38,1,63.0,361.0,512589480.0,1,2,2014,1
11287.71,1,63.0,234.0,240000000.0,1,2,2014,1
155.98,3,60.0,350.0,2500000.0,1,2,2014,1
12319.4,1,63.0,304.0,130000000.0,1,2,2014,1
534.01,1,63.0,247.0,5000000.0,1,2,2014,1
576.0,1,63.0,338.0,3500000.0,1,2,2014,1
211.35,1,63.0,233.0,1592500.0,1,2,2014,1
226.62,3,60.0,451.0,1700000.0,1,2,2014,1
139.36,3,60.0,451.0,1200000.0,1,2,2014,1
43.52,3,60.0,451.0,450000.0,1,2,2014,1
362.32,1,63.0,276.0,1800000.0,1,2,2014,1
232.26,1,63.0,276.0,1250000.0,1,2,2014,1
1486.45,1,63.0,305.0,5760000.0,1,2,2014,1
1393.55,1,63.0,374.0,10500000.0,1,2,2014,1
1101.27,1,63.0,278.0,3200000.0,1,2,2014,1
220.39,3,60.0,350.0,3200000.0,1,2,2014,1
682.09,1,63.0,434.0,4500000.0,1,2,2014,2
201.88,1,63.0,233.0,2173000.0,1,2,2014,2
929.03,1,63.0,232.0,6000000.0,1,2,2014,2
555.0,1,63.0,467.0,1791900.0,1,2,2014,4
10359.61,1,63.0,464.0,31780350.0,1,2,2014,6
4769.36,1,65.0,453.0,10780770.0,1,1,2014,6
8342.04,1,65.0,453.0,20182725.0,1,1,2014,6
148.56,3,60.0,451.0,1400000.0,1,2,2014,6
380.9,1,63.0,247.0,2460000.0,1,2,2014,11
1200.4,1,63.0,232.0,8000000.0,1,2,2014,11
70.45,3,60.0,451.0,650000.0,1,2,2014,12
119.53,3,60.0,467.0,1290000.0,1,2,2014,12
230.49,2,4.0,351.0,3000000.0,1,2,2014,12
85.15,3,60.0,330.0,1200000.0,1,2,2014,12
128.04,3,60.0,330.0,1800000.0,1,2,2014,12
45.42,3,60.0,343.0,375000.0,1,2,2014,12
276.82,3,60.0,330.0,5900000.0,1,2,2014,2
120.17,3,60.0,330.0,1500000.0,1,2,2014,2
1970.66,1,63.0,240.0,110000000.0,1,2,2014,2
4087.73,1,63.0,231.0,11440000.0,1,2,2014,2
929.03,1,63.0,318.0,5515950.0,1,2,2014,2
69.42,3,60.0,351.0,1200000.0,1,2,2014,2
2081.42,1,63.0,463.0,5601000.0,1,2,2014,2
2229.67,1,63.0,463.0,1440000.0,1,2,2014,2
18219.95,1,63.0,463.0,11767080.0,1,2,2014,2
34312.14,1,63.0,463.0,44320080.0,1,2,2014,2
2852.96,1,4.0,337.0,15354500.0,1,2,2014,2
178.9,3,60.0,330.0,3300000.0,1,2,2014,2
66.41,3,60.0,350.0,950000.0,1,2,2014,2
1374.96,1,63.0,297.0,8880000.0,1,2,2014,2
44.0,3,60.0,445.0,350000.0,1,2,2014,2
254.03,3,60.0,410.0,3400000.0,1,2,2014,2
1672.25,1,63.0,231.0,4680000.0,1,2,2014,2
678.96,1,63.0,442.0,3600000.0,1,2,2014,2
649.3,1,63.0,442.0,3600000.0,1,2,2014,2
1207.92,1,63.0,298.0,2600400.0,1,2,2014,2
100.43,3,60.0,444.0,1100000.0,1,2,2014,2
1350.05,1,38.0,409.0,7266000.0,1,2,2014,2
14586.4,1,65.0,373.0,70000000.0,1,1,2014,2
271.39,3,60.0,330.0,6000000.0,1,2,2014,2
200.11,3,60.0,390.0,4300000.0,1,2,2014,2
904.6,1,63.0,232.0,4381650.0,1,2,2014,2
3678.96,1,63.0,328.0,15840000.0,1,2,2014,2
910.45,1,63.0,318.0,16000000.0,1,2,2014,3
185.91,2,4.0,352.0,2000000.0,1,2,2014,3
944.73,1,63.0,467.0,3050697.0,1,2,2014,4
667.23,1,63.0,375.0,10000000.0,1,2,2014,5
1189.16,1,63.0,338.0,4500000.0,1,2,2014,9
20438.62,1,65.0,395.0,32000000.0,1,1,2014,10
64.0,3,60.0,451.0,620000.0,1,2,2014,12
7724.23,1,38.0,330.0,184161745.0,1,2,2014,12
130.14,3,60.0,390.0,3500000.0,1,2,2014,12
1449.29,1,65.0,329.0,15600000.0,1,1,2014,12
1551.48,1,65.0,329.0,16700000.0,1,1,2014,12
1300.64,1,65.0,390.0,14000000.0,1,1,2014,12
158.6,3,23.0,350.0,2900000.0,1,1,2014,3
68.0,3,23.0,343.0,450000.0,1,1,2013,11
728.45,1,63.0,304.0,7056000.0,1,2,2013,11
76.74,3,60.0,390.0,1200000.0,1,2,2013,11
1859.36,1,65.0,319.0,5000000.0,1,1,2013,11
107.69,3,60.0,451.0,750000.0,1,2,2013,11
230.59,1,63.0,276.0,1500000.0,1,2,2013,11
142.16,3,60.0,350.0,1850000.0,1,2,2013,11
462626.81,1,63.0,509.0,497967600.0,1,2,2013,11
543.2,1,63.0,434.0,3500000.0,1,2,2013,11
221.02,3,60.0,390.0,9000000.0,1,2,2013,11
3716.12,1,63.0,360.0,16000000.0,1,2,2013,11
81.46,3,42.0,526.0,1000000.0,1,3,2013,11
172.49,2,4.0,352.0,3000000.0,1,2,2013,11
4180.64,1,63.0,359.0,9000000.0,1,2,2013,3
495.19,2,4.0,444.0,4500000.0,1,2,2013,3
929.03,1,63.0,303.0,7000000.0,1,2,2013,4
230.68,3,60.0,330.0,4100000.0,1,2,2013,8
3895.14,1,65.0,240.0,90255060.0,1,1,2013,8
1094.4,1,63.0,305.0,8246000.0,1,2,2013,9
696.77,1,63.0,232.0,3400000.0,1,2,2013,9
1357.87,1,63.0,370.0,13154400.0,1,2,2013,10
131.6,3,60.0,330.0,2125000.0,1,2,2013,10
1195.0,1,63.0,317.0,7717800.0,1,2,2013,10
70.46,3,42.0,526.0,1150000.0,1,3,2013,11
1628.87,1,63.0,316.0,8000000.0,1,2,2013,12
112.02,3,60.0,330.0,2000000.0,1,2,2013,12
6230.63,1,63.0,232.0,25485080.0,1,2,2013,12
929.03,1,63.0,300.0,2200000.0,1,2,2013,12
3006.56,1,63.0,442.0,24755400.0,1,2,2013,12
110.28,3,60.0,350.0,1750000.0,1,2,2013,12
5754.0,1,63.0,409.0,43357300.0,1,2,2013,12
1448.82,1,65.0,363.0,6500000.0,1,1,2013,12
933.68,1,63.0,304.0,6532500.0,1,2,2013,12
76.76,3,60.0,435.0,800000.0,1,2,2013,12
140.28,3,60.0,330.0,2400000.0,1,2,2013,12
1123.57,1,63.0,298.0,4350000.0,1,2,2013,12
1305.57,1,63.0,298.0,2389010.0,1,2,2013,12
172.49,2,4.0,352.0,2200000.0,1,2,2013,12
123.28,3,60.0,485.0,900000.0,1,2,2013,12
83.15,3,60.0,330.0,1400000.0,1,2,2013,12
137.5,3,60.0,330.0,2300000.0,1,2,2014,2
232.26,1,63.0,266.0,2000000.0,1,2,2014,6
141.56,2,4.0,441.0,2360000.0,1,2,2014,6
147.04,3,60.0,410.0,2400000.0,1,2,2014,7
257.71,2,4.0,351.0,3200000.0,1,2,2014,9
99.92,3,42.0,526.0,1180000.0,1,3,2014,9
82.48,3,42.0,526.0,975000.0,1,3,2014,9
111.32,3,42.0,526.0,1320000.0,1,3,2014,9
44.7,3,60.0,330.0,770000.0,1,2,2014,1
1393.55,1,63.0,264.0,9500000.0,1,2,2014,1
2508.38,1,63.0,231.0,29700000.0,1,2,2014,1
71.91,3,60.0,330.0,1200000.0,1,2,2014,1
172.49,2,4.0,352.0,2500000.0,1,2,2014,1
5462.7,1,65.0,347.0,110000000.0,1,1,2014,1
66.27,3,60.0,350.0,1100000.0,1,2,2014,1
798.97,1,63.0,304.0,6178077.0,1,2,2014,1
1432.21,1,63.0,317.0,10020517.0,1,2,2014,1
1020.5,3,42.0,526.0,14000000.0,1,3,2014,1
167.6,3,60.0,330.0,3000000.0,1,2,2014,1
246.64,2,4.0,352.0,3000000.0,1,2,2014,1
80.24,3,60.0,330.0,1200000.0,1,2,2014,1
72.15,3,60.0,451.0,620000.0,1,2,2014,1
6503.21,1,65.0,395.0,3000000.0,1,1,2014,1
62.22,3,23.0,343.0,500000.0,1,1,2014,1
747.5,1,63.0,434.0,6000000.0,1,2,2014,1
1254.19,1,23.0,278.0,55000000.0,1,1,2014,3
92.6,3,60.0,451.0,850000.0,1,2,2014,3
286.79,3,60.0,350.0,3400000.0,1,2,2014,4
102.71,3,60.0,330.0,1600000.0,1,2,2014,6
49.0,3,60.0,445.0,400000.0,1,2,2014,9
1858.06,1,63.0,232.0,9000000.0,1,2,2014,9
8361.27,1,65.0,309.0,27000600.0,1,1,2014,11
82.16,3,60.0,435.0,840000.0,1,2,2014,11
169.46,3,60.0,463.0,1460000.0,1,2,2014,12
78.29,3,60.0,467.0,850000.0,1,2,2014,12
88.0,3,60.0,445.0,700000.0,1,2,2014,12
89.0,3,60.0,445.0,1100000.0,1,2,2014,12
125.98,3,60.0,526.0,1850000.0,1,2,2014,12
89.0,3,60.0,330.0,1600000.0,1,2,2014,12
130.78,3,60.0,350.0,1700000.0,1,2,2014,12
90.55,3,60.0,330.0,1270000.0,1,2,2014,12
1393.55,1,63.0,311.0,2700000.0,1,2,2014,2
122.86,3,60.0,350.0,1500000.0,1,2,2014,2
3716.12,1,4.0,276.0,60000000.0,1,2,2014,2
10044.44,1,63.0,463.0,18379890.0,1,2,2014,2
82973.66,1,63.0,463.0,44656050.0,1,2,2014,2
93.73,3,60.0,451.0,911000.0,1,2,2014,2
92.59,3,60.0,451.0,900000.0,1,2,2014,2
2787.0,1,4.0,395.0,14999500.0,1,2,2014,2
172.5,2,4.0,352.0,1800000.0,1,2,2014,2
116.04,3,60.0,329.0,3130000.0,1,2,2014,2
126.44,3,60.0,330.0,2600000.0,1,2,2014,2
4324.36,1,65.0,453.0,9309400.0,1,1,2014,2
107.54,3,42.0,526.0,1157000.0,1,3,2014,2
8744.59,1,38.0,330.0,220000000.0,1,2,2014,2
880.81,1,63.0,317.0,15000000.0,1,2,2014,2
530.8,3,60.0,330.0,10000000.0,1,2,2014,2
1672.25,1,63.0,278.0,12600000.0,1,2,2014,4
5492.89,1,63.0,318.0,149934000.0,1,2,2014,4
85.37,3,60.0,330.0,1050000.0,1,2,2014,5
90.0,3,60.0,445.0,750000.0,1,2,2014,5
3759.57,1,63.0,526.0,84982800.0,1,2,2014,6
938148.52,1,63.0,508.0,554563073.0,1,2,2014,9
73545.36,1,63.0,316.0,164267606.0,1,2,2014,9
452.07,1,63.0,317.0,2433000.0,1,2,2014,9
6425.85,1,63.0,434.0,34583500.0,1,2,2014,11
445.04,1,63.0,463.0,1532918.0,1,2,2014,11
7432.24,1,65.0,301.0,40000000.0,1,1,2014,12
2087.99,1,65.0,390.0,22475000.0,1,1,2014,12
13699.48,1,65.0,395.0,200000000.0,1,1,2014,12
3260.99,1,65.0,341.0,35101000.0,1,1,2014,12
2552.51,1,65.0,341.0,27475000.0,1,1,2014,12
1449.29,1,65.0,341.0,15600000.0,1,1,2014,12
82.16,3,60.0,435.0,720000.0,1,2,2013,11
2733.11,1,65.0,453.0,6177990.0,1,1,2013,11
4331.52,1,63.0,390.0,69958500.0,1,2,2013,11
3716.12,1,63.0,304.0,32000000.0,1,2,2013,11
302.18,2,4.0,434.0,4500000.0,1,2,2013,11
3309.2,1,63.0,312.0,8000000.0,1,2,2013,11
192.91,3,60.0,330.0,1900000.0,1,2,2013,11
85.28,3,60.0,330.0,1300000.0,1,2,2013,11
1139.83,1,63.0,255.0,24538000.0,1,2,2013,11
814.02,1,63.0,464.0,6300000.0,1,2,2013,11
814.0,1,63.0,464.0,6300000.0,1,2,2013,11
594.58,1,63.0,328.0,2000000.0,1,2,2013,11
109.44,3,60.0,330.0,1500000.0,1,2,2013,11
3426.45,1,65.0,248.0,500000.0,1,1,2013,4
159.79,3,60.0,255.0,2236000.0,1,2,2013,5
535.68,1,63.0,266.0,6900000.0,1,2,2013,9
463.23,2,4.0,352.0,5000000.0,1,2,2013,9
1237.93,1,63.0,316.0,3198000.0,1,2,2013,12
1240.26,1,63.0,316.0,3270750.0,1,2,2013,12
1131.65,1,63.0,370.0,11500000.0,1,2,2013,12
1509.4,1,63.0,303.0,19496400.0,1,2,2013,12
1393.55,1,63.0,311.0,4700000.0,1,2,2013,12
929.03,1,63.0,230.0,3000000.0,1,2,2013,12
45.07,3,60.0,458.0,400000.0,1,2,2013,12
323.3,1,63.0,303.0,2784000.0,1,2,2013,12
211.34,1,63.0,233.0,796250.0,1,2,2013,12
1823.5,1,63.0,368.0,80000000.0,1,2,2013,12
105.26,3,60.0,390.0,4500000.0,1,2,2013,12
87.7,3,60.0,390.0,2200000.0,1,2,2013,12
156.08,3,60.0,350.0,2500000.0,1,2,2013,12
185.22,3,60.0,410.0,3000000.0,1,2,2013,12
71.16,3,60.0,350.0,650000.0,1,2,2013,12
929.03,1,63.0,232.0,7000000.0,1,2,2013,12
48.1,3,60.0,330.0,800000.0,1,2,2013,12
185.81,1,63.0,233.0,2000000.0,1,2,2013,12
98.26,3,60.0,330.0,1300000.0,1,2,2014,2
157.76,2,4.0,352.0,2000000.0,1,2,2014,8
1393.55,1,63.0,396.0,3300000.0,1,2,2014,9
191.1,3,60.0,330.0,2900000.0,1,2,2014,1
958.29,1,63.0,232.0,6000000.0,1,2,2014,1
1393.45,1,38.0,409.0,6149590.0,1,2,2014,1
1393.55,1,63.0,264.0,3750000.0,1,2,2014,1
418.06,1,63.0,375.0,2699400.0,1,2,2014,1
2444.41,1,63.0,441.0,3500000.0,1,2,2014,1
231.51,1,63.0,276.0,1495200.0,1,2,2014,1
118.73,3,60.0,330.0,1917000.0,1,2,2014,1
90.0,3,60.0,445.0,726562.0,1,2,2014,1
34928.74,1,65.0,347.0,105271600.0,1,1,2014,1
76.33,3,42.0,526.0,1232430.0,1,3,2014,1
204.97,3,60.0,451.0,1400000.0,1,2,2014,1
127.5,3,60.0,330.0,2200000.0,1,2,2014,1
695.29,1,63.0,362.0,43000000.0,1,2,2014,1
139.19,3,60.0,451.0,920000.0,1,2,2014,1
61.79,3,60.0,451.0,550000.0,1,2,2014,1
6111.62,1,63.0,526.0,111834500.0,1,2,2014,1
411.19,1,63.0,364.0,7006000.0,1,2,2014,1
50.45,3,60.0,390.0,977400.0,1,2,2014,1
1323.22,1,63.0,375.0,10500000.0,1,2,2014,1
89.0,3,60.0,445.0,750000.0,1,2,2014,2
217.34,2,4.0,434.0,2850000.0,1,2,2014,3
209.03,1,63.0,317.0,2250000.0,1,2,2014,5
1142.69,1,38.0,361.0,6150000.0,1,2,2014,9
68.66,3,60.0,441.0,600000.0,1,2,2014,9
38.25,3,60.0,435.0,380000.0,1,2,2014,11
5204.61,1,63.0,390.0,168066000.0,1,2,2014,11
561.04,1,63.0,467.0,1811700.0,1,2,2014,11
561.04,1,63.0,467.0,1811694.0,1,2,2014,11
10162.35,1,63.0,232.0,54693500.0,1,2,2014,11
110.43,3,60.0,330.0,1800000.0,1,2,2014,11
139.19,3,60.0,451.0,1272000.0,1,2,2014,12
68.18,3,60.0,467.0,740000.0,1,2,2014,12
101.65,3,60.0,467.0,1100000.0,1,2,2014,12
132.11,3,60.0,526.0,2000000.0,1,2,2014,12
126.07,3,60.0,526.0,1850000.0,1,2,2014,12
163.52,3,60.0,330.0,2650000.0,1,2,2014,12
143.81,3,60.0,390.0,3900000.0,1,2,2014,12
89.0,3,60.0,330.0,1500000.0,1,2,2014,12
116.09,3,60.0,350.0,1700000.0,1,2,2014,12
143.54,3,60.0,390.0,4000000.0,1,2,2014,12
1813.65,1,63.0,234.0,45000000.0,1,2,2014,12
136.38,3,60.0,330.0,1900000.0,1,2,2014,12
68.7,3,60.0,351.0,1100000.0,1,2,2014,12
333.01,2,4.0,352.0,3300000.0,1,2,2014,12
255.75,2,4.0,434.0,3300000.0,1,2,2014,12
314.01,2,4.0,434.0,3000000.0,1,2,2014,12
198.78,3,60.0,410.0,4000000.0,1,2,2014,12
386.01,3,60.0,329.0,7500000.0,1,2,2014,12
127.51,3,60.0,330.0,1800000.0,1,2,2014,12
68.43,3,60.0,330.0,960000.0,1,2,2014,12
211.35,1,63.0,233.0,1592500.0,1,2,2014,2
93.42,3,60.0,451.0,900000.0,1,2,2014,2
71.84,3,60.0,451.0,620000.0,1,2,2014,2
139.46,3,60.0,451.0,1200000.0,1,2,2014,2
464.52,1,63.0,303.0,6500000.0,1,2,2014,2
404.13,1,63.0,249.0,6500000.0,1,2,2014,2
119.53,3,60.0,467.0,1300000.0,1,2,2014,2
278.71,1,63.0,317.0,1800000.0,1,2,2014,2
1469.54,1,63.0,463.0,4112685.0,1,2,2014,2
201.41,3,60.0,330.0,2800000.0,1,2,2014,2
65.7,3,60.0,451.0,640000.0,1,2,2014,2
10094.19,1,63.0,316.0,65191800.0,1,2,2014,2
4516.39,1,63.0,264.0,24304000.0,1,2,2014,2
68.0,3,60.0,343.0,500000.0,1,2,2014,2
5107.16,1,38.0,330.0,105501440.0,1,2,2014,2
360.6,3,60.0,330.0,5800000.0,1,2,2014,2
46.08,3,60.0,485.0,450000.0,1,2,2014,2
671.21,1,63.0,442.0,3600000.0,1,2,2014,2
584.84,1,63.0,442.0,3600000.0,1,2,2014,2
650.32,1,63.0,304.0,6300000.0,1,2,2014,2
1858.06,1,65.0,395.0,11001100.0,1,1,2014,2
26635.84,1,64.0,396.0,129017700.0,1,3,2014,2
2953.39,1,63.0,317.0,25432000.0,1,2,2014,3
30475.9,1,63.0,393.0,146554650.0,1,2,2014,4
1379.33,1,65.0,355.0,4454100.0,1,1,2014,5
1393.55,1,65.0,355.0,4500000.0,1,1,2014,5
1207.74,1,65.0,341.0,13000000.0,1,1,2014,5
770.35,1,63.0,304.0,8292000.0,1,2,2014,9
63374.15,1,63.0,316.0,150073807.0,1,2,2014,9
8443.4,1,63.0,526.0,127237600.0,1,2,2014,10
200.57,3,60.0,410.0,4000000.0,1,2,2014,10
1752.52,1,63.0,370.0,13795515.0,1,2,2014,10
232.26,1,63.0,328.0,1000000.0,1,2,2014,12
177.23,3,60.0,330.0,3000000.0,1,2,2014,12
10423.9,1,65.0,248.0,44028700.0,1,1,2014,12
54.76,3,60.0,390.0,1200000.0,1,2,2014,12
1449.29,1,65.0,341.0,10000000.0,1,1,2014,12
1300.55,1,65.0,390.0,13999000.0,1,1,2014,12
1881.29,1,65.0,390.0,20519000.0,1,1,2014,12
1298.04,1,65.0,355.0,3493000.0,1,1,2014,12
1881.56,1,65.0,453.0,50000000.0,1,1,2014,3
1387.88,1,63.0,317.0,10457300.0,1,2,2014,3
3716.12,1,63.0,394.0,12000000.0,1,2,2013,11
67.0,3,23.0,343.0,1500000.0,1,1,2013,11
141.58,3,60.0,526.0,2000000.0,1,2,2013,11
206.49,3,60.0,410.0,4000000.0,1,2,2013,11
316.71,3,60.0,255.0,5384070.0,1,2,2013,11
226.4,1,63.0,276.0,1500000.0,1,2,2013,11
78.29,3,60.0,467.0,550000.0,1,2,2013,11
70.14,3,60.0,451.0,500000.0,1,2,2013,11
453.74,3,60.0,526.0,5600000.0,1,2,2013,11
111.3,3,60.0,330.0,1700000.0,1,2,2013,11
905.43,1,63.0,465.0,3898400.0,1,2,2013,11
44.0,3,60.0,445.0,300000.0,1,2,2013,11
1393.95,1,63.0,464.0,3300880.0,1,2,2013,11
88.2,3,60.0,350.0,1200000.0,1,2,2013,11
254.81,2,4.0,352.0,3000000.0,1,2,2013,3
108.7,3,60.0,330.0,1800000.0,1,2,2013,3
672.34,1,63.0,232.0,1990175.0,1,2,2013,5
1142.71,1,63.0,318.0,6150000.0,1,2,2013,8
2751.23,1,63.0,304.0,14200000.0,1,2,2013,10
76.69,3,60.0,350.0,700000.0,1,2,2013,10
1210.26,1,63.0,317.0,7163200.0,1,2,2013,10
1701.33,1,63.0,305.0,18313000.0,1,2,2013,12
1007.07,1,63.0,264.0,400000.0,1,2,2013,12
2261.07,1,63.0,301.0,90000000.0,1,2,2013,12
576.0,1,63.0,434.0,4000000.0,1,2,2013,12
2507.36,1,28.0,390.0,4723075.0,1,3,2013,12
107.75,3,60.0,390.0,3400000.0,1,2,2013,12
70.05,3,60.0,351.0,1200000.0,1,2,2013,12
82.16,3,60.0,435.0,800000.0,1,2,2013,12
77.02,3,60.0,351.0,1000000.0,1,2,2013,12
14845.9,1,64.0,401.0,14000000.0,1,3,2013,12
232.26,1,63.0,233.0,1250000.0,1,2,2013,12
696.77,1,63.0,232.0,3000000.0,1,2,2013,12
594.58,1,63.0,318.0,6400000.0,1,2,2013,12
1463.22,1,63.0,393.0,5850000.0,1,2,2013,12
154.2,3,60.0,390.0,2500000.0,1,2,2013,12
594.58,1,63.0,300.0,1550000.0,1,2,2013,12
3716.12,1,63.0,240.0,81700000.0,1,2,2013,12
143.54,3,60.0,390.0,2300000.0,1,2,2014,2
1355.55,1,38.0,388.0,21886500.0,1,2,2014,2
18089.61,1,38.0,330.0,253129500.0,1,2,2014,6
1052.5,1,63.0,467.0,3400000.0,1,2,2014,8
72.15,3,60.0,451.0,660000.0,1,2,2014,8
8125.02,1,65.0,308.0,27986240.0,1,1,2014,8
2634.73,1,65.0,453.0,2410600.0,1,1,2014,9
140.28,3,60.0,330.0,4500000.0,1,2,2014,9
877.93,1,63.0,232.0,6500000.0,1,2,2014,1
1393.5,1,63.0,372.0,4500000.0,1,2,2014,1
3050.47,1,63.0,466.0,25381455.0,1,2,2014,1
209.03,1,63.0,339.0,6187500.0,1,2,2014,1
924.57,1,63.0,232.0,4478400.0,1,2,2014,1
184.93,3,60.0,330.0,2800000.0,1,2,2014,1
68.84,3,60.0,330.0,1111500.0,1,2,2014,1
94.39,3,60.0,330.0,1524000.0,1,2,2014,1
153.66,3,60.0,351.0,2600000.0,1,2,2014,1
1858.06,1,63.0,315.0,15999992.0,1,2,2014,1
929.03,1,63.0,394.0,5000000.0,1,2,2014,1
14864.48,1,64.0,348.0,24000000.0,1,3,2014,1
